MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
DEMICRYPTOCHIRONOMUS SP. 3,DEMICRYPTOCHIRONOMUS_SP._3,8,tolerant,,,gatherer,124,,129421,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,demicryptochironomus,,,,,,
DERO DIGITATA,DERO_DIGITATA,10,tolerant,,,gatherer,"18,83",,68904,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_digitata,,,,,
DERO FLABELLIGER,DERO_FLABELLIGER,10,tolerant,,,gatherer,"18,83",,68902,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_flabelliger,,,,,
DERO FURCATA,DERO_FURCATA,10,tolerant,,,gatherer,"18,83",aulophorus_furcatus,68912,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_furcata,,,,,
DERO NIVEA,DERO_NIVEA,10,tolerant,,,gatherer,"18,83",,68900,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_nivea,,,,,
DERO OBTUSA,DERO_OBTUSA,10,tolerant,,,gatherer,"18,83",,68907,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_obtusa,,,,,
DERO PECTINATA,DERO_PECTINATA,10,tolerant,,,gatherer,"18,83",,68923,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_pectinata,,,,,
DERO SP.,DERO_SP.,10,tolerant,,,gatherer,"18,83",aulophorus_sp.,68898,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,,,,,,
DERO VAGA,DERO_VAGA,10,tolerant,,,gatherer,"18,83",,68915,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,dero,dero_vaga,,,,,
DIAMESA SP.,DIAMESA_SP.,5,facultative,10,10,gatherer,124,diamesa_spp.,128355,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,diamesini,diamesa,,,,,,
DICRANOTA SP.,DICRANOTA_SP.,3,intolerant,5,10,predator,"83,25",,121027,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,pediciini,dicranota,,,,,,
DICROTENDIPES FUMIDUS,DICROTENDIPES_FUMIDUS,8,tolerant,,,gatherer,35,dicrotendipes_leucoscelis,129436,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_fumidus,,,,,
DICROTENDIPES LUCIFER,DICROTENDIPES_LUCIFER,8,tolerant,,,gatherer,35,"dicrotendipes_nervosus_type_i,_dicrotendipes_nervosus,_dicrotendipes_sp._1",129458,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_lucifer,,,,,
DICROTENDIPES MODESTUS,DICROTENDIPES_MODESTUS,8,tolerant,,,gatherer,35,,129448,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_modestus,,,,,
DICROTENDIPES NEOMODESTUS,DICROTENDIPES_NEOMODESTUS,8,tolerant,10,4,gatherer,35,dicrotendipes_sp._2,129450,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_neomodestus,,,,,
DICROTENDIPES NERVOSUS,DICROTENDIPES_NERVOSUS,8,tolerant,,,gatherer,35,,129452,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_nervosus,,,,,
DICROTENDIPES SIMPSONI,DICROTENDIPES_SIMPSONI,8,tolerant,,,gatherer,35,"dicrotendipes_nervosus_type_ii,_einfeldia_sp.",193743,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_simpsoni,,,,,
DICROTENDIPES SP.,DICROTENDIPES_SP.,8,tolerant,,,gatherer,35,,129428,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,,,,,,
DICROTENDIPES THANATOGRATUS,DICROTENDIPES_THANATOGRATUS,8,tolerant,,,gatherer,35,,206649,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,dicrotendipes,dicrotendipes_thanatogratus,,,,,
DIDYMOPS SP.,DIDYMOPS_SP.,2,intolerant,,,predator,"83,_122",,101851,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,macromiinae,,didymops,,,,,,
DIMECOENIA SPINOSA,DIMECOENIA_SPINOSA,6,facultative,,,shredder,71,,147484,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,ephydridae,ephydrinae,ephydrini,dimecoenia,dimecoenia_spinosa,,,,,
DINEUTUS SP.,DINEUTUS_SP.,4,intolerant,,,predator,"83,123",,112711,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,gyrinidae,gyrininae,enhydrini,dineutus,,,,,,
DIPHETOR HAGENI,DIPHETOR_HAGENI,6,facultative,,,gatherer,74,baetis_hageni,568598,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,diphetor,diphetor_hageni,,,,,
DIPHETOR SP.,DIPHETOR_SP.,6,facultative,,,gatherer,74,,568550,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,diphetor,,,,,,
DIPLECTRONA SP.,DIPLECTRONA_SP.,5,facultative,,,filterer,"125,83",,115399,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,diplectroninae,,diplectrona,,,,,,
DIPLOCLADIUS CULTRIGER,DIPLOCLADIUS_CULTRIGER,8,tolerant,,,gatherer,"124,36",diplocladius_sp.,128671,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,diplocladius,diplocladius_cultriger,,,,,
DIPLOCLADIUS SP.,DIPLOCLADIUS_SP.,8,tolerant,,,gatherer,"124,36",,128670,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,diplocladius,,,,,,
DIURA SP.,DIURA_SP.,2,intolerant,,,predator,113,,103094,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlodidae,perlodinae,perlodini,diura,,,,,,
DIXA SP.,DIXA_SP.,1,intolerant,,,filterer,"83,127",,125810,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,dixidae,,,dixa,,,,,,
DIXELLA SP.,DIXELLA_SP.,1,intolerant,,,gatherer,,,125854,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,dixidae,,,dixella,,,,,,
DJALMABATISTA SP.,DJALMABATISTA_SP.,6,facultative,,,,,,128271,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,procladiini,djalmabatista,,,,,,
DOLOPHILODES SP.,DOLOPHILODES_SP.,0,intolerant,4,3,filterer,125,,115319,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,philopotamoidea,philopotamidae,philopotaminae,,dolophilodes,,,,,,
DONACIA SP.,DONACIA_SP.,7,facultative,,,shredder,,,114510,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,cucujiformia,chrysomeloidea,chrysomelidae,donaciinae,donaciini,donacia,,,,,,
DREISSENA BUGENSIS,DREISSENA_BUGENSIS,8,tolerant,,,filterer,82,,567514,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,dreissena,dreissena_bugensis,,,,,
DREISSENA POLYMORPHA,DREISSENA_POLYMORPHA,8,tolerant,,,filterer,82,,81339,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,dreissena,dreissena_polymorpha,,,,,
DREISSENA SP.,DREISSENA_SP.,8,tolerant,,,filterer,82,,81338,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,dreissena,,,,,,
DRUNELLA CORNUTA,DRUNELLA_CORNUTA,0,intolerant,,,gatherer,4,"ephemerella_cornuta,_ephemerella_sp._6",609595,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,drunella_cornuta,,,,,
DRUNELLA CORNUTELLA,DRUNELLA_CORNUTELLA,0,intolerant,4,4,scraper,4,ephemerella_cornutella,101366,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,drunella_cornutella,,,,,
DRUNELLA LATA,DRUNELLA_LATA,0,intolerant,,,scraper,4,ephemerella_lata,185972,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,drunella_lata,,,,,
DRUNELLA SP.,DRUNELLA_SP.,0,intolerant,,,scraper,4,,101365,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,,,,,,
DRUNELLA TUBERCULATA,DRUNELLA_TUBERCULATA,0,intolerant,,,scraper,4,"ephemerella_tuberculata,_ephemerella_sp._2",185974,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,drunella_tuberculata,,,,,
DRUNELLA WALKERI,DRUNELLA_WALKERI,0,intolerant,,,scraper,4,ephemerella_walkeri,185973,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,drunella,drunella_walkeri,,,,,
DUBIRAPHIA BIVITTATA,DUBIRAPHIA_BIVITTATA,6,facultative,,,gatherer,19,,114129,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,dubiraphia,dubiraphia_bivittata,,,,,
DUBIRAPHIA QUADRINOTATA,DUBIRAPHIA_QUADRINOTATA,5,facultative,,,gatherer,19,,114130,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,dubiraphia,dubiraphia_quadrinotata,,,,,
DUBIRAPHIA SP.,DUBIRAPHIA_SP.,6,facultative,,,gatherer,"83,19",,114126,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,dubiraphia,,,,,,
DUBIRAPHIA VITTATA,DUBIRAPHIA_VITTATA,6,facultative,,,gatherer,19,,114131,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,dubiraphia,dubiraphia_vittata,,,,,
DUGESIA SP.,DUGESIA_SP.,6,facultative,,,predator,62,cura_foremanii,54503,animalia,bilateria,protostomia,platyzoa,platyhelminthes,rhabditophora,trepaxonemata,,,,neoophora,eulecithophora,adiaphanida,geoplanoidea,dugesiidae,,,dugesia,,,,,,
DUGESIA TIGRINA,DUGESIA_TIGRINA,6,facultative,,,predator,62,,1038742,animalia,bilateria,protostomia,platyzoa,platyhelminthes,rhabditophora,trepaxonemata,,,,neoophora,eulecithophora,adiaphanida,geoplanoidea,dugesiidae,,,girardia,girardia_tigrina,,,,,
ECCOPTURA SP.,ECCOPTURA_SP.,3,intolerant,,,predator,114,,102939,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,eccoptura,,,,,,
ECCOPTURA XANTHENES,ECCOPTURA_XANTHENES,3,intolerant,,,predator,114,,102940,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,eccoptura,eccoptura_xanthenes,,,,,
ECHINOGAMMARUS ISCHNUS,ECHINOGAMMARUS_ISCHNUS,9,tolerant,,,gatherer,,,656834,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,echinogammarus,echinogammarus_ischnus,,,,,
ECLIPIDRILUS SP.,ECLIPIDRILUS_SP.,5,tolerant,,,gatherer,18,,68473,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,lumbriculida,,,,lumbriculidae,,,eclipidrilus,,,,,,
ECTOPRIA NERVOSA,ECTOPRIA_NERVOSA,5,facultative,10,9,scraper,"83,19",,114088,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,eubriinae,,ectopria,ectopria_nervosa,,,,,
ECTOPRIA SP.,ECTOPRIA_SP.,5,facultative,,,scraper,"83,19",,114087,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,eubriinae,,ectopria,,,,,,
EDOTEA SP.,EDOTEA_SP.,5,facultative,,,gatherer,48,,542121,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,valvifera,,,idoteidae,,,edotia,,,,,,
EINFELDIA NATCHITOCHEAE,EINFELDIA_NATCHITOCHEAE,9,tolerant,,,gatherer,"124,36",einfeldia_sp._gr._d,129463,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,einfeldia,einfeldia_natchitocheae,,,,,
EINFELDIA SP.,EINFELDIA_SP.,9,tolerant,,,gatherer,124,einfeldia?_sp.,129459,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,einfeldia,,,,,,
EINFELDIA SP. A,EINFELDIA_SP._A,9,,,,gatherer,36,,129459,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,einfeldia,,,,,,
ELLIPTIO COMPLANATA,ELLIPTIO_COMPLANATA,8,tolerant,,,filterer,"116,83,3",elliptio_complanatus,79952,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,palaeoheterodonta,,,unionoida,,,unionoidea,unionidae,ambleminae,pleurobemini,elliptio,elliptio_complanata,,,,,
ELLIPTIO SP.,ELLIPTIO_SP.,8,tolerant,,,filterer,"116,83,3",,79951,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,palaeoheterodonta,,,unionoida,,,unionoidea,unionidae,ambleminae,pleurobemini,elliptio,,,,,,
ENALLAGMA SP.,ENALLAGMA_SP.,8,tolerant,,,predator,"83,122",,102102,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,zygoptera,,,coenagrionidae,,,enallagma,,,,,,
ENDOCHIRONOMUS NIGRICANS,ENDOCHIRONOMUS_NIGRICANS,10,tolerant,,,shredder,"49,106",endochironomus_sp.,129471,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,endochironomus,endochironomus_nigricans,,,,,
ENDOCHIRONOMUS SP.,ENDOCHIRONOMUS_SP.,10,tolerant,,,shredder,124,,129470,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,endochironomus,,,,,,
ENDOCHIRONOMUS SUBTENDENS,ENDOCHIRONOMUS_SUBTENDENS,10,tolerant,,,shredder,"49,106",,129474,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,endochironomus,endochironomus_subtendens,,,,,
ENDOTRIBELOS NR. HESPERIUM,ENDOTRIBELOS_NR._HESPERIUM,6,facultative,,,shredder,49,,130047,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,endotribelos,endotribelos_hesperium,,,,,
ENDOTRIBELOS SP.,ENDOTRIBELOS_SP.,6,facultative,,,gatherer,,,130046,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,endotribelos,,,,,,
EPEORUS (IRON) SP.,EPEORUS_(IRON)_SP.,0,intolerant,0,0,scraper,83,iron_sp.,100626,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,epeorus,,,,,,
EPEORUS SP.,EPEORUS_SP.,0,intolerant,,,scraper,83,,100626,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,epeorus,,,,,,
EPEORUS VITREUS,EPEORUS_VITREUS,0,intolerant,,,scraper,83,,100649,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,epeorus,epeorus_vitreus,,,,,
EPHEMERA GUTTULATA,EPHEMERA_GUTTULATA,2,intolerant,,,gatherer,"83,72,24",,101529,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,ephemera,ephemera_guttulata,,,,,
EPHEMERA SIMULANS,EPHEMERA_SIMULANS,1,intolerant,,,gatherer,,,101530,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,ephemera,ephemera_simulans,,,,,
EPHEMERA SP.,EPHEMERA_SP.,2,intolerant,,,gatherer,"83,72,24",,101526,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,ephemera,,,,,,
EPHEMERELLA AURIVILLII,EPHEMERELLA_AURIVILLII,0,intolerant,,,gatherer,7,,101255,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_aurivillii,,,,,
EPHEMERELLA DOROTHEA,EPHEMERELLA_DOROTHEA,1,intolerant,,,gatherer,7,,101272,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_dorothea,,,,,
EPHEMERELLA EXCRUCIANS?,EPHEMERELLA_EXCRUCIANS?,1,intolerant,,,gatherer,7,,101276,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_excrucians,,,,,
EPHEMERELLA INVARIA,EPHEMERELLA_INVARIA,1,intolerant,,,gatherer,7,,101282,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_invaria,,,,,
EPHEMERELLA NEEDHAMI,EPHEMERELLA_NEEDHAMI,1,intolerant,,,gatherer,7,,101291,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_needhami,,,,,
EPHEMERELLA ROTUNDA,EPHEMERELLA_ROTUNDA,1,intolerant,,,gatherer,7,ephemerella_sp._3,101282,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_invaria,,,,,
EPHEMERELLA SP.,EPHEMERELLA_SP.,1,intolerant,4,4,gatherer,7,,101233,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,,,,,,
EPHEMERELLA SUBVARIA,EPHEMERELLA_SUBVARIA,1,intolerant,4,1,gatherer,7,,101241,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,ephemerella,ephemerella_subvaria,,,,,
EPHORON LEUKON?,EPHORON_LEUKON?,2,intolerant,1,1,gatherer,"83,24",,101572,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,polymitarcyidae,,,ephoron,ephoron_leukon,,,,,
EPHORON SP.,EPHORON_SP.,2,intolerant,,,gatherer,"83,24",,101570,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,polymitarcyidae,,,ephoron,,,,,,
EPHYDRA SP.,EPHYDRA_SP.,8,facultative,,,shredder,117,,147486,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,ephydridae,ephydrinae,ephydrini,ephydra,,,,,,
EPICORDULIA SP.,EPICORDULIA_SP.,6,facultative,,,predator,,,591871,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,corduliinae,,epitheca,,,,,,
EPOICOCLADIUS SP.,EPOICOCLADIUS_SP.,4,intolerant,,,gatherer,"124,83",,128682,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,epoicocladius,,,,,,
